gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,geometry
5002547979,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3673606,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya fuligula,,SPECIES,"Aythya fuligula (Linnaeus, 1758)",Aythya fuligula,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.766666,35.085558,,,,,,,2022-01-21,21.0,1,2022,2498261,2498261.0,HUMAN_OBSERVATION,INPA,,3673606,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:43.628Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.08555799954719 32.76666600058153)
5002548243,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3680437,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris chukar,,SPECIES,"Alectoris chukar (J.E.Gray, 1830)",Alectoris chukar,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.63886,35.193546,,,,,,,2022-01-26,26.0,1,2022,2474029,2474029.0,HUMAN_OBSERVATION,INPA,,3680437,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:43.678Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.193545999534116 32.63886000060145)
5002548294,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3681760,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,,SPECIES,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.69143,35.136437,,,,,,,2022-01-21,21.0,1,2022,9761484,9761484.0,HUMAN_OBSERVATION,INPA,,3681760,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:43.690Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.136436999539896 32.69143000059246)
5002539527,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3681779,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo,,SPECIES,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.687839,35.13291,,,,,,,2022-01-21,21.0,1,2022,2481890,2481890.0,HUMAN_OBSERVATION,INPA,,3681779,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:43.691Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.132909999539756 32.68783900059264)
5002557614,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3695125,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps nigricollis,,SPECIES,"Podiceps nigricollis C.L.Brehm, 1831",Podiceps nigricollis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.637111,35.209223,,,,,,,2022-01-22,22.0,1,2022,2482065,2482065.0,HUMAN_OBSERVATION,INPA,,3695125,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:43.796Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.20922299953345 32.63711100060258)
5002558210,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3718228,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton filiformis,,SPECIES,Potamogeton filiformis Nolte,Potamogeton filiformis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.799597,35.038762,,,,,,,2022-03-01,1.0,3,2022,8287650,8287650.0,HUMAN_OBSERVATION,INPA,,3718228,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:43.957Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.03876199955122 32.79959700057523)
5002674818,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3811474,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Andropogon,Andropogon distachyos,,SPECIES,Andropogon distachyos L.,Andropogon distachyos,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.686844,35.102149,,,,,,,2022-04-16,16.0,4,2022,4150293,4150293.0,HUMAN_OBSERVATION,INPA,,3811474,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.268Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.10214899954072 32.686844000590916)
5002674994,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3815074,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium judaicum,,SPECIES,Galium judaicum Boiss.,Galium judaicum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.686038,35.098599,,,,,,,2022-04-16,16.0,4,2022,2914719,2914719.0,HUMAN_OBSERVATION,INPA,,3815074,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.306Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.098598999540776 32.68603800059077)
5002685517,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3839186,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,Apus apus,,SPECIES,"Apus apus (Linnaeus, 1758)",Apus apus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.663165,35.145359,,,,,,,2022-04-28,28.0,4,2022,5228676,5228676.0,HUMAN_OBSERVATION,INPA,,3839186,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.876Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.145358999537514 32.663165000596)
5002567502,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3765668,Animalia,Chordata,Squamata,,Lacertidae,Phoenicolacerta,Phoenicolacerta laevis,,SPECIES,"Lacerta laevis Gray, 1838",Lacerta laevis laevis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.751826,35.046875,,,,,,,2022-03-31,31.0,3,2022,8433369,5789554.0,HUMAN_OBSERVATION,INPA,,3765668,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.623Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;TAXON_MATCH_HIGHERRANK,POINT (35.046874999547406 32.751826000580756)
5002567521,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3766199,Animalia,Chordata,Squamata,,Agamidae,Stellagama,Stellagama stellio,,SPECIES,"Laudakia stellio (Linnaeus, 1758)",Laudakia stellio,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.742643,35.058649,,,,,,,2022-03-31,31.0,3,2022,2465547,7504253.0,HUMAN_OBSERVATION,INPA,,3766199,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.631Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.05864899954633 32.74264300058243)
5002589366,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3766243,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,,SPECIES,"Turdus merula Linnaeus, 1758",Turdus merula,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.742878,35.058638,,,,,,,2022-03-31,31.0,3,2022,2490719,2490719.0,HUMAN_OBSERVATION,INPA,,3766243,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.633Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.058637999546335 32.7428780005824)
5002567542,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3766793,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,,SPECIES,"Corvus corax Linnaeus, 1758",Corvus corax,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.723271,35.071663,,,,,,,2022-03-31,31.0,3,2022,2482492,2482492.0,HUMAN_OBSERVATION,INPA,,3766793,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.635Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.07166299954444 32.723271000585235)
5002589506,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3770725,Animalia,Chordata,Squamata,,Agamidae,Stellagama,Stellagama stellio,,SPECIES,"Laudakia stellio (Linnaeus, 1758)",Laudakia stellio,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.651897,35.151261,,,,,,,2022-04-03,3.0,4,2022,2465547,7504253.0,HUMAN_OBSERVATION,INPA,,3770725,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:44.676Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.1512609995365 32.651897000597536)
5002695251,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3867112,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,Francolinus francolinus,,SPECIES,"Francolinus francolinus (Linnaeus, 1766)",Francolinus francolinus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.638147,35.190914,,,,,,,2022-05-11,11.0,5,2022,5227919,5227919.0,HUMAN_OBSERVATION,INPA,,3867112,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.303Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.19091399953413 32.638147000601364)
5002695716,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3870956,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,Francolinus francolinus,,SPECIES,"Francolinus francolinus (Linnaeus, 1766)",Francolinus francolinus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.660823,35.150563,,,,,,,2022-05-12,12.0,5,2022,5227919,5227919.0,HUMAN_OBSERVATION,INPA,,3870956,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.342Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.15056299953716 32.66082300059655)
5002695873,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3878615,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus capensis,,SPECIES,"Lepus capensis Linnaeus, 1758",Lepus capensis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.699146,35.150455,,,,,,,2022-05-15,15.0,5,2022,2436736,2436736.0,HUMAN_OBSERVATION,INPA,,3878615,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.388Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.150454999539996 32.69914600059251)
5002600065,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3811486,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum equisetiforme,,SPECIES,Polygonum equisetiforme Sm.,Polygonum equisetiforme,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.687448,35.102126,,,,,,,2022-04-16,16.0,4,2022,5652784,5652784.0,HUMAN_OBSERVATION,INPA,,3811486,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.108Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.102125999540775 32.687448000590855)
5002600068,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3811549,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Podonosma,Podonosma orientalis,,SPECIES,Podonosma orientalis (L.) Feinbrun,Podonosma orientalis,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.685219,35.100562,,,,,,,2022-04-16,16.0,4,2022,4061553,4061553.0,HUMAN_OBSERVATION,INPA,,3811549,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.109Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.100561999540645 32.68521900059098)
5002716732,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3903940,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bituminaria,Bituminaria palaestina,,SPECIES,"Bituminaria palaestina (Bassi) Brullo, C.Brullo, Miniss., Salmeri & Giusso",Bituminaria palaestina,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.795322,35.025095,,,,,,,2022-05-25,25.0,5,2022,10803243,10803243.0,HUMAN_OBSERVATION,INPA,,3903940,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.592Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.02509499955137 32.79532200057487)
5002716759,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3904534,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Limbarda,Limbarda crithmoides,,SPECIES,Limbarda crithmoides (L.) Dumort,Limbarda crithmoides,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.801018,35.029845,,,,,,,2022-05-25,25.0,5,2022,3088761,3088761.0,HUMAN_OBSERVATION,INPA,,3904534,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.598Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.02984499955162 32.801018000574544)
5002716764,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3904732,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus sanctus,,SPECIES,Rubus creticus Tourn. ex L.,Rubus creticus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.790528,35.027058,,,,,,,2022-05-25,25.0,5,2022,7576869,7923692.0,HUMAN_OBSERVATION,INPA,,3904732,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.602Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.027057999550934 32.7905280005755)
5002706095,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3904787,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,Ononis alopecuroides,,SPECIES,Ononis alopecuroides L.,Ononis alopecuroides,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.794766,35.027028,,,,,,,2022-05-25,25.0,5,2022,2977222,2977222.0,HUMAN_OBSERVATION,INPA,,3904787,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.604Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.027027999551244 32.79476600057505)
5002716777,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3904930,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum marinum,,SPECIES,Hordeum marinum Huds.,Hordeum marinum,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.801401,35.026054,,,,,,,2022-05-25,25.0,5,2022,2706053,2706053.0,HUMAN_OBSERVATION,INPA,,3904930,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.606Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.02605399955178 32.80140100057428)
5002706101,6c8d87be-829d-4364-b2bc-578258761cc2,INPA-3904949,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus subulatus,,SPECIES,Juncus subulatus Forssk.,Juncus subulatus,,IL,,,PRESENT,1,4f160e00-329d-11d9-8439-b8a03c50a862,32.800944,35.028276,,,,,,,2022-05-25,25.0,5,2022,2701970,2701970.0,HUMAN_OBSERVATION,INPA,,3904949,,,,CC_BY_NC_4_0,,,,,2025-05-24T22:39:45.607Z,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,POINT (35.02827599955165 32.800944000574475)
