recordId,individualCount,month,year,species,longitude,latitude
5002716777,1,5,2022,Hordeum marinum,35.026054,32.801401
5002706101,1,5,2022,Juncus subulatus,35.028276,32.800944
5002706105,1,5,2022,Cardopatium corymbosum,35.028073,32.800791
5002609554,1,4,2022,Cettia cetti,35.149276,32.656972
5002717020,1,5,2022,Verbascum galilaeum,35.09917,32.726606
5002717515,1,6,2022,Canis aureus,35.047163,32.751881
5002729809,1,6,2022,Bubulcus ibis,35.207336,32.628526
5002619505,1,4,2022,Iduna pallida,35.167808,32.642227
5002619509,1,4,2022,Corvus corax,35.150065,32.655593
5002619512,1,4,2022,Halcyon smyrnensis,35.145847,32.667782
5002728828,1,7,2022,Heliotropium rotundifolium,35.086738,32.753782
5002739870,1,7,2022,Helianthus annuus,35.112365,32.675517
5002605751,1,5,2022,Acridotheres tristis,35.129431,32.704356
5002630686,1,5,2022,Alectoris chukar,35.186431,32.672123
5002738988,1,9,2022,Anas platyrhynchos,35.158053,32.647156
5002749780,1,9,2022,Coracias garrulus,35.152335,32.638741
5002768234,1,9,2022,Lepus capensis,35.103173,32.761181
5002641010,1,5,2022,Carex divisa,35.026398,32.794936
5002641037,1,5,2022,Salicornia europaea,35.02662,32.801366
5002641047,1,5,2022,Parapholis cylindrica,35.027793,32.791286
5002641051,1,5,2022,Trifolium nigrescens,35.026398,32.794702
5002615203,1,5,2022,Cyperus longus,35.024713,32.793861
5002641053,1,5,2022,Bromus pseudobrachystachys,35.024702,32.793915
5002641055,1,5,2022,,35.028697,32.803992
5002641058,1,5,2022,Salicornia perennis,35.027976,32.80107
5002641233,1,5,2022,Lepus capensis,35.152595,32.704368
5002650479,1,6,2022,Alectoris chukar,35.061473,32.73161
5002788493,1,10,2022,Sus scrofa,35.075871,32.741553
5002770536,1,10,2022,Francolinus francolinus,35.164726,32.644462
5002770748,1,11,2022,Tamarix tetragyna,35.027497,32.789933
5002661395,1,6,2022,Papilio machaon,35.045165,32.753718
5002798317,1,11,2022,Prosopis farcta,35.179233,32.676739
5002798577,1,11,2022,Vicia esdraelonensis,35.183263,32.679021
5002662012,1,7,2022,Carduelis carduelis,35.078177,32.771266
5002629653,1,7,2022,Charaxes jasius,35.046597,32.752448
5002779830,1,12,2022,Aquila heliaca,35.163644,32.634769
5002780383,1,12,2022,Lathyrus ochrus,35.061144,32.75683
5002780113,1,12,2022,Convolvulus arvensis,35.06092,32.756839
5002780120,1,12,2022,Elanus caeruleus,35.175776,32.618027
5002639677,1,9,2022,Allium tardiflorum,35.040786,32.743703
5002810144,1,1,2023,Anas platyrhynchos,35.104283,32.723428
5002801551,1,2,2023,Phalacrocorax carbo,35.210288,32.636227
5002664210,1,11,2022,Grus grus,35.163358,32.629566
5002671395,1,11,2022,Francolinus francolinus,35.157276,32.666444
5002693279,1,11,2022,Alectoris chukar,35.101077,32.727952
5002659812,1,11,2022,Milvus migrans,35.176892,32.62745
5002824454,1,3,2023,Salvia fruticosa,35.075396,32.738333
5002711369,1,12,2022,Vicia esdraelonensis,35.183583,32.679219
5002670775,1,12,2022,Rattus rattus,35.060418,32.757424
5002671285,1,1,2023,Ardea cinerea,35.076586,32.749317
5002680346,1,1,2023,Anas acuta,35.18128,32.678137
5002680487,1,1,2023,Anas crecca,35.104272,32.723437
5002833898,1,4,2023,Lacerta media,35.05021,32.736475
5002824264,1,4,2023,Stellagama stellio,35.056212,32.745364
5002834309,1,4,2023,Alectoris chukar,35.066194,32.728161
5002844081,1,4,2023,Lampides boeticus,35.077106,32.811111
5002845231,1,5,2023,Francolinus francolinus,35.165164,32.643985
5002699045,1,3,2023,Vanessa cardui,35.077135,32.73792
5002854221,1,5,2023,Lepus capensis,35.140442,32.682649
5002864253,1,5,2023,Bromus syriacus,35.071668,32.726743
5002864255,1,5,2023,Teucrium divaricatum,35.072563,32.727303
5002866341,1,5,2023,Fumana laevis,35.071445,32.726319
5002864258,1,5,2023,Thesium bergeri,35.071543,32.725119
5002878629,1,6,2023,Pandion haliaetus,35.178259,32.617982
5002735391,1,4,2023,Pycnonotus xanthopygos,35.06857,32.807297
5002759206,1,4,2023,Sylvia curruca,35.066851,32.80698
5002759208,1,4,2023,Prinia gracilis,35.074245,32.810378
5002926595,1,9,2023,Allium tardiflorum,35.041287,32.744407
5002908925,1,10,2023,Quercus coccifera,35.064872,32.720712
5002908934,1,10,2023,Rubia tenuifolia,35.047478,32.742612
5002908936,1,10,2023,Hypericum thymifolium,35.041032,32.743695
5002908965,1,10,2023,Sus scrofa,35.047785,32.750096
5002787420,1,5,2023,Ceratonia siliqua,35.071679,32.726391
5002787421,1,5,2023,Helichrysum sanguineum,35.072458,32.726771
5002910849,1,12,2023,Alectoris chukar,35.087012,32.707236
5002911102,1,12,2023,Accipiter nisus,35.071124,32.726778
5002917085,1,12,2023,Felis chaus,35.163468,32.646545
5002919344,1,1,2024,Myocastor coypus,35.174338,32.618135
5002758026,1,6,2023,Heliotropium europaeum,35.040935,32.802638
5002919577,1,1,2024,Phalacrocorax carbo,35.189957,32.6227
5002919582,1,1,2024,Podiceps nigricollis,35.189957,32.6227
5002925532,1,1,2024,Anas platyrhynchos,35.075258,32.752562
5002919607,1,1,2024,Milvus migrans,35.178946,32.636982
5002919787,1,1,2024,Tachybaptus ruficollis,35.047977,32.762675
5002919809,1,1,2024,Microcarbo pygmaeus,35.1988,32.643937
5002925909,1,1,2024,Rubus sanctus,35.071529,32.719727
5002919990,1,1,2024,Pistacia terebinthus,35.070899,32.720664
5002925917,1,1,2024,Foeniculum vulgare,35.068967,32.721293
5002772002,1,8,2023,Glareola pratincola,35.157225,32.64207
5002781757,1,9,2023,Circaetus gallicus,35.069805,32.724405
5002816765,1,9,2023,Lepus capensis,35.220573,32.641492
5002816960,1,10,2023,Sus scrofa,35.157054,32.642178
5002943490,1,3,2024,Dioscorea communis,35.058731,32.751381
5002950429,1,3,2024,Buteo rufinus,35.062022,32.748238
5002790038,1,12,2023,Oxalis pes-caprae,35.128046,32.702678
5002799362,1,12,2023,Falco columbarius,35.176756,32.620354
5002960413,1,3,2024,Leontodon tuberosus,35.040021,32.748256
5002799847,1,1,2024,Egretta garzetta,35.176366,32.640236
5002836694,1,1,2024,Aythya fuligula,35.130068,32.669325
5002952560,1,4,2024,Erodium moschatum,35.128859,32.699757
5002952562,1,4,2024,Foeniculum vulgare,35.127867,32.699441
5002960528,1,4,2024,Trifolium clypeatum,35.127825,32.699242
5002952590,1,4,2024,Campanula erinus,35.12774,32.698891
5002960565,1,4,2024,Poa bulbosa,35.127431,32.698936
5002952625,1,4,2024,Dactylis glomerata,35.12612,32.697375
5002952640,1,4,2024,Crepis sancta,35.122474,32.696624
5002952642,1,4,2024,Helichrysum sanguineum,35.122484,32.696615
5002837028,1,1,2024,Leontodon tuberosus,35.072479,32.719719
5002985400,1,4,2024,Alectoris chukar,35.126469,32.737753
5002965970,1,5,2024,Lepus capensis,35.152643,32.65875
5002965971,1,5,2024,Lepus capensis,35.152371,32.704422
5002986225,1,5,2024,Salvia fruticosa,35.052967,32.758777
5002986229,1,5,2024,Centaurea iberica,35.053949,32.758445
5002986231,1,5,2024,Anacamptis sancta,35.050649,32.760226
5002865593,1,3,2024,Valeriana dioscoridis,35.054628,32.754397
5002865596,1,3,2024,Smilax aspera,35.05825,32.751768
5002865601,1,3,2024,Cistus salviifolius,35.055398,32.75392
5002865622,1,3,2024,Salvia fruticosa,35.038888,32.754765
5002980699,1,6,2024,Microcarbo pygmaeus,35.160561,32.641837
5002876653,1,4,2024,Cephalaria joppensis,35.12791,32.699107
5002876683,1,4,2024,Veronica syriaca,35.127878,32.698927
5002876688,1,4,2024,Carthamus tenuis,35.127761,32.698891
5002837905,1,4,2024,Arum dioscoridis,35.127676,32.698467
5002837925,1,4,2024,Brachypodium distachyon,35.125758,32.697302
5002876715,1,4,2024,Kickxia aegyptiaca,35.125502,32.697401
5002837930,1,4,2024,Hirschfeldia incana,35.123839,32.696796
5002837934,1,4,2024,Glebionis coronaria,35.123625,32.696607
5002837947,1,4,2024,Trifolium cherleri,35.122452,32.696579
5002978773,1,8,2024,Myocastor coypus,35.191255,32.637723
5002978982,1,8,2024,Cettia cetti,35.177923,32.638965
5002993695,1,9,2024,Melissa officinalis,35.047527,32.739176
5002985262,1,10,2024,Lepus capensis,35.147473,32.692616
5002859507,1,5,2024,Osyris alba,35.052598,32.762266
5002864338,1,5,2024,Verbascum sinuatum,35.052871,32.758858
5002864673,1,5,2024,Centaurium tenuiflorum,35.052772,32.741852
5157048925,1,1,2025,Elanus caeruleus,35.080694,32.771999
5157048948,1,1,2025,Elanus caeruleus,35.180076,32.637207
5157048949,1,1,2025,Halcyon smyrnensis,35.171144,32.641588
5157048975,1,1,2025,Elanus caeruleus,35.146124,32.667205
5002931347,1,10,2024,Canis aureus,35.138344,32.678581
5002931474,1,11,2024,Canis aureus,35.157839,32.670159
5002888205,1,11,2024,Canis aureus,35.090255,32.774218
5157080401,1,12,2024,Narcissus tazetta,35.083065,32.716222
5157051997,1,3,2025,Acrocephalus scirpaceus,35.200878,32.637165
5157051998,1,3,2025,Apus apus,35.201134,32.638301
5157080853,1,1,2025,Pelecanus onocrotalus,35.076629,32.749254
5157080920,1,1,2025,Marmaronetta angustirostris,35.21129,32.637002
5157080923,1,1,2025,Chroicocephalus ridibundus,35.21129,32.636993
5157080928,1,1,2025,Vanellus vanellus,35.158781,32.642098
5157080929,1,1,2025,Vanellus spinosus,35.211279,32.636975
5157080931,1,1,2025,Circus aeruginosus,35.128278,32.668233
5157080932,1,1,2025,Tringa glareola,35.124474,32.678095
5157056571,1,4,2025,Hypericum thymifolium,35.069081,32.723548
5157056572,1,4,2025,Trifolium purpureum,35.07025,32.726344
5157056573,1,4,2025,Ruta chalepensis,35.072305,32.729169
5157056578,1,4,2025,Plantago cretica,35.07779,32.734955
5157056580,1,4,2025,Ruscus aculeatus,35.079737,32.731268
5157056582,1,4,2025,Triticum dicoccoides,35.081546,32.726942
5157056588,1,4,2025,Ziziphora capitata,35.084248,32.717116
5157056597,1,4,2025,Ballota saxatilis,35.074455,32.732093
5157093390,1,2,2025,Parus major,35.18534,32.637353
5157056863,1,4,2025,Streptopelia turtur,35.170099,32.641939
5157056865,1,4,2025,Merops apiaster,35.170024,32.641858
5157056984,1,5,2025,Papilio machaon,35.051149,32.742553
5157093987,1,3,2025,Orchis galilaea,35.050121,32.738395
5157093989,1,3,2025,Ophrys lutea,35.051211,32.737035
5157101563,1,4,2025,Campanula rapunculus,35.068546,32.724368
5157101564,1,4,2025,Briza maxima,35.070368,32.726236
5157101565,1,4,2025,Trifolium clypeatum,35.074148,32.731046
5157101567,1,4,2025,Ceratonia siliqua,35.075612,32.736503
5157101570,1,4,2025,Urospermum picroides,35.077489,32.737245
5157101572,1,4,2025,Cephalaria joppensis,35.078099,32.735595
5157101574,1,4,2025,Pancratium parviflorum,35.079278,32.731962
5157101624,1,4,2025,Hystrix indica,35.12672,32.669702
5157101845,1,4,2025,Streptopelia decaocto,35.170099,32.641957
5157101957,1,5,2025,Lotus hirsutus,35.051544,32.742211
5003213590,1,1,2022,Cynara syriaca,35.061025,32.764557
5003213952,1,1,2022,Vanellus spinosus,35.147042,32.665592
5003216347,1,1,2022,Larus michahellis,35.178251,32.682464
5003216400,1,1,2022,Fulica atra,35.177062,32.631147
5003214095,1,1,2022,Fulica atra,35.080684,32.772008
5003216450,1,1,2022,Aythya ferina,35.080684,32.771999
5003215476,1,2,2022,Grus grus,35.182278,32.652762
5003215620,1,1,2022,Pycnonotus xanthopygos,35.209223,32.637111
5002597466,1,2,2022,Alectoris chukar,35.170614,32.689
5003221320,1,3,2022,Phoenicolacerta laevis,35.059097,32.742869
5003222708,1,3,2022,Phoenicolacerta laevis,35.057964,32.744022
5003222723,1,3,2022,Garrulus glandarius,35.070925,32.724127
5003221477,1,4,2022,Galerida cristata,35.14861,32.647495
5002527475,1,1,2022,Podiceps cristatus,35.082179,32.763561
5002527982,1,2,2022,Sus scrofa,35.176373,32.617964
5002528055,1,1,2022,Anas acuta,35.209223,32.637111
5002528058,1,1,2022,Passer domesticus,35.209223,32.637111
5003223554,1,4,2022,Allium dumetorum,35.07611,32.738866
5002537649,1,3,2022,Narcissus tazetta,35.038206,32.800245
5003224060,1,4,2022,Avena sterilis,35.102148,32.686907
5003224115,1,4,2022,Trifolium dasyurum,35.102479,32.686483
5002637754,1,4,2022,Lepus capensis,35.13718,32.653143
5002549641,1,3,2022,Alectoris chukar,35.079902,32.750881
5003227456,1,4,2022,Prinia gracilis,35.145391,32.663192
5002559291,1,3,2022,Gallinula chloropus,35.038622,32.794583
5003228005,1,5,2022,Carduelis carduelis,35.188574,32.613403
5002556679,1,3,2022,Bubulcus ibis,35.139268,32.728257
5002556713,1,3,2022,Phoenicolacerta laevis,35.058852,32.742833
5002589379,1,3,2022,Phoenicolacerta laevis,35.071,32.723911
5003229462,1,5,2022,Francolinus francolinus,35.144282,32.66385
5003231153,1,5,2022,Canis aureus,35.139889,32.681107
5002565979,1,4,2022,Smyrnium olusatrum,35.07611,32.738866
5002566270,1,4,2022,Lepus capensis,35.189883,32.620843
5002578235,1,4,2022,Carthamus tenuis,35.102138,32.686844
5002574477,1,4,2022,Centaurea iberica,35.102148,32.686925
5002574482,1,4,2022,Trifolium campestre,35.100274,32.685093
5003231938,1,5,2022,Aythya nyroca,35.176289,32.615466
5002578287,1,4,2022,Medicago rotata,35.103097,32.687043
5002676648,1,5,2022,Carex distans,35.024713,32.793897
5003231964,1,5,2022,Trifolium palaestinum,35.031625,32.802238
5003231969,1,5,2022,Spergularia rubra,35.026022,32.80132
5003231972,1,5,2022,Asparagus palaestinus,35.030443,32.801001
5003231977,1,5,2022,Spergularia rubra,35.027314,32.790528
5003231980,1,5,2022,Medicago granadensis,35.026313,32.794864
5003231988,1,5,2022,Melilotus siculus,35.026075,32.801392
5003234410,1,5,2022,Salicornia europaea,35.029053,32.801991
5003232296,1,5,2022,Lepus capensis,35.088387,32.749663
5002619490,1,4,2022,Francolinus francolinus,35.189787,32.622628
5002619498,1,4,2022,Corvus corax,35.190914,32.638138
5002583899,1,4,2022,Halcyon smyrnensis,35.174074,32.641733
5002583909,1,4,2022,Cettia cetti,35.145391,32.663192
5003237111,1,7,2022,Exoacantha heterophylla,35.086791,32.7538
5003237257,1,7,2022,Bubulcus ibis,35.179015,32.620255
5002592499,1,5,2022,Vanellus spinosus,35.188574,32.613403
5002592501,1,5,2022,Streptopelia decaocto,35.163489,32.646689
5002592507,1,5,2022,Galerida cristata,35.148956,32.657351
5002593177,1,5,2022,Lepus capensis,35.190125,32.640049
5002630807,1,5,2022,Canis aureus,35.139889,32.681107
5002708780,1,9,2022,Parus major,35.192246,32.637795
5002709135,1,9,2022,Francolinus francolinus,35.140711,32.648736
5002615142,1,5,2022,Parapholis incurva,35.027175,32.790402
5002610449,1,5,2022,Medicago ciliaris,35.027234,32.793305
5002610476,1,5,2022,Aegilops sharonensis,35.031604,32.802202
5002610482,1,5,2022,Ammi majus,35.025883,32.801509
5002615194,1,5,2022,Salicornia europaea,35.029875,32.801866
5002610485,1,5,2022,Schenkia spicata,35.030443,32.801001
5002610490,1,5,2022,Polypogon monspeliensis,35.027112,32.79032
5002610493,1,5,2022,Brassica nigra,35.026345,32.794702
5002610501,1,5,2022,Trifolium berytheum,35.026075,32.801419
5002610601,1,5,2022,Polygonum bellardii,35.046846,32.792763
5002610930,1,6,2022,Papilio machaon,35.066777,32.723248
5002611114,1,6,2022,Myocastor coypus,35.140465,32.649763
5003241992,1,11,2022,Pluchea dioscoridis,35.027389,32.790303
5003241993,1,11,2022,Acacia saligna,35.02739,32.790123
5002620604,1,6,2022,Lepus capensis,35.097884,32.739824
5002731955,1,11,2022,Alectoris chukar,35.166708,32.696744
5002732015,1,11,2022,Phragmites australis,35.179233,32.676739
5002732017,1,11,2022,Diplachne fusca,35.178956,32.676441
5002661764,1,7,2022,Helminthotheca echioides,35.086791,32.7538
5002629651,1,7,2022,Halcyon smyrnensis,35.148586,32.651968
5002742088,1,12,2022,Vicia esdraelonensis,35.183689,32.6793
5002751684,1,1,2023,Oxyura leucocephala,35.082167,32.772578
5002751715,1,1,2023,Ardea cinerea,35.080662,32.77199
5002644007,1,8,2022,Garrulus glandarius,35.050676,32.750839
5002751779,1,1,2023,Fulica atra,35.146583,32.716484
5002639389,1,9,2022,Coracias garrulus,35.176862,32.622689
5002751841,1,1,2023,Himantopus himantopus,35.169036,32.68844
5002751923,1,1,2023,Hystrix indica,35.191788,32.63821
5003246253,1,1,2023,Circus aeruginosus,35.129674,32.668964
5002752178,1,1,2023,Garrulus glandarius,35.096369,32.74022
5003247543,1,1,2023,Herpestes ichneumon,35.176427,32.617017
5002654715,1,9,2022,Drimia maritima,35.073056,32.740306
5003249205,1,2,2023,Luscinia svecica,35.068004,32.807342
5003250586,1,2,2023,Ophrys sphegodes,35.050878,32.738468
5002772806,1,3,2023,Vicia galeata,35.183593,32.679255
5003250060,1,3,2023,Elanus caeruleus,35.144013,32.714869
5003250109,1,3,2023,Himantopus himantopus,35.038484,32.794538
5002671472,1,11,2022,Eucalyptus gomphocephala,35.179244,32.676847
5002671475,1,11,2022,,35.178956,32.676441
5002671482,1,11,2022,Salsola soda,35.189042,32.676857
5002681578,1,12,2022,Passer domesticus,35.065004,32.75926
5002682178,1,1,2023,Anas crecca,35.080662,32.771981
5002680978,1,2,2023,Canis aureus,35.180436,32.686252
5002681109,1,2,2023,Larus armenicus,35.210278,32.636236
5002681194,1,2,2023,Acrocephalus stentoreus,35.070352,32.807966
5003258481,1,4,2023,Canis aureus,35.066904,32.807043
5002722232,1,2,2023,Anacamptis papilionacea,35.0509,32.73845
5002816137,1,5,2023,Canis aureus,35.146951,32.69111
5003259522,1,5,2023,Ipomoea sagittata,35.064357,32.76301
5003260976,1,5,2023,Lepus capensis,35.154216,32.704828
5003261376,1,5,2023,Parapholis cylindrica,35.070653,32.727869
5003261379,1,5,2023,Oloptum thomasii,35.071657,32.726797
5002826174,1,5,2023,Phoenicolacerta laevis,35.071768,32.724029
5003263420,1,6,2023,Francolinus francolinus,35.147955,32.654294
5003264828,1,6,2023,Sus scrofa,35.171088,32.646773
5003264905,1,6,2023,,35.043306,32.802281
5003263667,1,6,2023,Typha domingensis,35.079265,32.809779
5003265107,1,6,2023,Anas platyrhynchos,35.056358,32.785985
5002727592,1,4,2023,Passer domesticus,35.064269,32.806057
5003265377,1,7,2023,Alectoris chukar,35.114777,32.736691
5002728046,1,4,2023,Verbascum galilaeum,35.192304,32.678147
5002743451,1,5,2023,Lepus capensis,35.154322,32.706451
5002769281,1,5,2023,Francolinus francolinus,35.141031,32.664489
5003266285,1,9,2023,Streptopelia decaocto,35.178,32.629687
5003269298,1,10,2023,Carlina curetum,35.065096,32.720739
5003267970,1,10,2023,Onopordum cynarocephalum,35.065128,32.720712
5003267978,1,10,2023,Lophiolepis phyllocephala,35.04735,32.742639
5003267981,1,10,2023,,35.041127,32.74392
5002752558,1,5,2023,Cynosurus echinatus,35.071465,32.727076
5002747802,1,5,2023,Osyris alba,35.071657,32.726797
5002752571,1,5,2023,Phagnalon rupestre,35.070131,32.727498
5002752578,1,5,2023,Pimpinella peregrina,35.070066,32.728094
5002747827,1,5,2023,Melilotus sulcatus,35.072623,32.722866
5002758039,1,6,2023,Alisma lanceolatum,35.080315,32.806931
5003271587,1,1,2024,Fulica atra,35.178936,32.636982
5003272904,1,1,2024,Ardea alba,35.176366,32.640255
5003273092,1,1,2024,Falco tinnunculus,35.1988,32.643937
5003273108,1,1,2024,Vanellus spinosus,35.19158,32.677083
5003271971,1,1,2024,Prasium majus,35.072457,32.719882
5003273271,1,1,2024,Genista fasselata,35.070152,32.720718
5003271976,1,1,2024,Carlina curetum,35.067962,32.722492
5002765681,1,7,2023,Hystrix indica,35.190743,32.638886
5002765730,1,7,2023,Himantopus himantopus,35.063542,32.772829
5003275945,1,2,2024,Phragmites australis,35.062122,32.806244
5003273703,1,2,2024,Xanthium strumarium,35.06209,32.80628
5002775322,1,8,2023,Sus scrofa,35.15183,32.645954
5002781331,1,8,2023,Felis chaus,35.163926,32.646202
5002816649,1,9,2023,Elanus caeruleus,35.18934,32.617822
5002785412,1,10,2023,Origanum syriacum,35.065106,32.720676
5002785413,1,10,2023,Dianthus strictus,35.066024,32.720668
5002782236,1,10,2023,Avena sterilis,35.065934,32.723806
5002782238,1,10,2023,Melica minuta,35.066444,32.724934
5003276487,1,3,2024,Senecio vernalis,35.058026,32.751921
5003276490,1,3,2024,Turdus merula,35.062022,32.748238
5003276504,1,3,2024,Circaetus gallicus,35.038899,32.754765
5003279940,1,3,2024,Smilax aspera,35.043307,32.754302
5003276669,1,3,2024,Circaetus gallicus,35.058071,32.757205
5002793732,1,12,2023,Felis chaus,35.176203,32.615349
5002793745,1,1,2024,Alectoris chukar,35.089735,32.746995
5002799649,1,1,2024,Genista fasselata,35.05372,32.742809
5003281899,1,4,2024,Ochthodium aegyptiacum,35.127771,32.699278
5003278555,1,4,2024,Sonchus oleraceus,35.127878,32.699125
5002836617,1,1,2024,Larus armenicus,35.189957,32.6227
5002794045,1,1,2024,Larus armenicus,35.178946,32.636982
5003281952,1,4,2024,,35.126376,32.697249
5003278620,1,4,2024,Scorpiurus muricatus,35.125139,32.697383
5003278628,1,4,2024,Coronilla cretica,35.123316,32.696489
5003281976,1,4,2024,Cyclamen persicum,35.122549,32.696435
5002794117,1,1,2024,Vanellus spinosus,35.125904,32.663939
5003281978,1,4,2024,Medicago monspeliaca,35.122474,32.696615
5003281980,1,4,2024,Asphodelus ramosus,35.121471,32.697101
5002794209,1,1,2024,Pelecanus onocrotalus,35.081259,32.749457
5002794218,1,1,2024,Anas crecca,35.167405,32.687664
5002794254,1,1,2024,Phalacrocorax carbo,35.198789,32.643946
5002803431,1,1,2024,Eryngium creticum,35.072468,32.719882
5002803434,1,1,2024,Phlomis viscosa,35.068123,32.722302
5003285342,1,4,2024,Hyla savignyi,35.107643,32.683899
5003286233,1,5,2024,Neophron percnopterus,35.156945,32.646389
5003287332,1,5,2024,Alcea setosa,35.052593,32.759074
5002946868,1,5,2024,Umbilicus horizontalis,35.054024,32.758382
5003284348,1,5,2024,Hypericum thymifolium,35.052814,32.741762
5003287682,1,5,2024,Crepis reuteriana,35.052814,32.741762
5003284350,1,5,2024,Lotus hirsutus,35.052568,32.742212
5002821969,1,3,2024,Scandix verna,35.058036,32.751912
5002821972,1,3,2024,Monticola solitarius,35.060816,32.748525
5002821973,1,3,2024,Parus major,35.062022,32.748238
5002821978,1,3,2024,Urospermum picroides,35.05637,32.752956
5002821997,1,3,2024,Phillyrea latifolia,35.038931,32.754846
5002828942,1,3,2024,Circaetus gallicus,35.056766,32.7587
5003284894,1,6,2024,Salsola soda,35.028225,32.804929
5002831124,1,4,2024,Hordeum bulbosum,35.125139,32.697401
5002831133,1,4,2024,Chiliadenus iphionoides,35.122634,32.696426
5002876730,1,4,2024,Ceratonia siliqua,35.124202,32.695417
5003290258,1,8,2024,Herpestes ichneumon,35.128908,32.666718
5003286947,1,8,2024,Danaus chrysippus,35.16785,32.642308
5003288718,1,9,2024,Rhamnus punctata,35.044892,32.751184
5003290302,1,10,2024,Canis aureus,35.140921,32.683145
5002970199,1,10,2024,Lepus capensis,35.14579,32.689216
5002896085,1,5,2024,Daucus carota,35.053817,32.760996
5157144468,1,12,2024,Parus major,35.054447,32.735407
5002859847,1,5,2024,Genista fasselata,35.052814,32.741762
5002865170,1,3,2024,Sus scrofa,35.133992,32.722465
5002869135,1,7,2024,Canis aureus,35.18917,32.617344
5157144903,1,1,2025,Falco tinnunculus,35.080694,32.771999
5157144922,1,1,2025,Marmaronetta angustirostris,35.177209,32.638893
5157144927,1,1,2025,Vanellus vanellus,35.211343,32.637038
5157144944,1,1,2025,Aythya fuligula,35.204257,32.636029
5002874258,1,8,2024,Gallinula chloropus,35.194175,32.637777
5157144968,1,1,2025,Tyto alba,35.177608,32.657496
5002877524,1,8,2024,Bubulcus ibis,35.188531,32.614206
5002915057,1,8,2024,Francolinus francolinus,35.192832,32.635577
5002882969,1,9,2024,Suaeda splendens,35.047026,32.793377
5002878211,1,9,2024,Cistus creticus,35.044902,32.751319
5157154657,1,3,2025,Canis aureus,35.220509,32.641276
5157112653,1,12,2024,Alectoris chukar,35.189212,32.617389
5157112885,1,1,2025,Fulica atra,35.084776,32.768541
5157112901,1,1,2025,Vanellus spinosus,35.080684,32.772026
5157112926,1,1,2025,Fulica atra,35.150003,32.653032
5157164514,1,4,2025,Dactylis glomerata,35.070091,32.72583
5157164515,1,4,2025,Ranunculus asiaticus,35.072315,32.72916
5157164516,1,4,2025,Tragopogon coelesyriacus,35.074127,32.730677
5157164521,1,4,2025,Torilis trichosperma,35.077939,32.735225
5157164523,1,4,2025,Accipiter nisus,35.079929,32.731296
5157119371,1,2,2025,Saxicola rubicola,35.17562,32.641598
5157119373,1,2,2025,Anthus pratensis,35.191244,32.637714
5157119492,1,3,2025,Diplodus sargus,35.0321,32.833104
5157119887,1,3,2025,Alectoris chukar,35.173172,32.630614
5157119939,1,3,2025,Bufotes viridis,35.196263,32.645073
5157119986,1,3,2025,Galerida cristata,35.17578,32.641463
5157119987,1,3,2025,Prinia gracilis,35.169779,32.641921
5157119988,1,3,2025,Sylvia atricapilla,35.201198,32.638463
5157119989,1,3,2025,Cettia cetti,35.191212,32.637687
5157128525,1,4,2025,Pallenis spinosa,35.071215,32.722955
